Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
500.000000	0.642988  	500.000000	0.869109  	500.000000	0.873618  	500.000000	0.860397  	500.000000	0.86889   	500.000000	0.000218932	
520.000000	0.632216  	520.000000	0.854803  	520.000000	0.859407  	520.000000	0.846254  	520.000000	0.854592  	520.000000	0.000211155	
540.000000	0.62226   	540.000000	0.841608  	540.000000	0.846321  	540.000000	0.83322   	540.000000	0.841405  	540.000000	0.000203931	
560.000000	0.613037  	560.000000	0.829409  	560.000000	0.834225  	560.000000	0.821176  	560.000000	0.829212  	560.000000	0.000197202	
580.000000	0.604474  	580.000000	0.818105  	580.000000	0.823026  	580.000000	0.810022  	580.000000	0.817914  	580.000000	0.000190918	
600.000000	0.59651   	600.000000	0.807608  	600.000000	0.812585  	600.000000	0.79967   	600.000000	0.807423  	600.000000	0.000185036	
620.000000	0.589089  	620.000000	0.797844  	620.000000	0.802861  	620.000000	0.790041  	620.000000	0.797664  	620.000000	0.000179519	
640.000000	0.582163  	640.000000	0.788744  	640.000000	0.793845  	640.000000	0.78107   	640.000000	0.78857   	640.000000	0.000174332	
660.000000	0.57569   	660.000000	0.780251  	660.000000	0.785425  	660.000000	0.772697  	660.000000	0.780081  	660.000000	0.000169447	
680.000000	0.569631  	680.000000	0.772311  	680.000000	0.777514  	680.000000	0.764868  	680.000000	0.772147  	680.000000	0.000164838	
700.000000	0.563953  	700.000000	0.76488   	700.000000	0.770109  	700.000000	0.757537  	700.000000	0.764719  	700.000000	0.000160482	
720.000000	0.558625  	720.000000	0.757915  	720.000000	0.763195  	720.000000	0.750664  	720.000000	0.757758  	720.000000	0.000156358	
740.000000	0.553622  	740.000000	0.751379  	740.000000	0.756717  	740.000000	0.744209  	740.000000	0.751226  	740.000000	0.000152448	
760.000000	0.548919  	760.000000	0.74524   	760.000000	0.750625  	760.000000	0.738141  	760.000000	0.745091  	760.000000	0.000148735	
780.000000	0.544493  	780.000000	0.739467  	780.000000	0.744876  	780.000000	0.732429  	780.000000	0.739322  	780.000000	0.000145206	
800.000000	0.540326  	800.000000	0.734035  	800.000000	0.739437  	800.000000	0.727047  	800.000000	0.733893  	800.000000	0.000141846	
820.000000	0.536399  	820.000000	0.728918  	820.000000	0.734297  	820.000000	0.72197   	820.000000	0.728779  	820.000000	0.000138643	
840.000000	0.532696  	840.000000	0.724095  	840.000000	0.729455  	840.000000	0.717175  	840.000000	0.723959  	840.000000	0.000135587	
860.000000	0.529203  	860.000000	0.719545  	860.000000	0.724898  	860.000000	0.712643  	860.000000	0.719412  	860.000000	0.000132667	
880.000000	0.525906  	880.000000	0.715251  	880.000000	0.72059   	880.000000	0.708356  	880.000000	0.715121  	880.000000	0.000129875	
900.000000	0.522793  	900.000000	0.711195  	900.000000	0.716498  	900.000000	0.704297  	900.000000	0.711068  	900.000000	0.000127202	
920.000000	0.519852  	920.000000	0.707363  	920.000000	0.712605  	920.000000	0.700451  	920.000000	0.707238  	920.000000	0.00012464	
940.000000	0.517072  	940.000000	0.70374   	940.000000	0.708909  	940.000000	0.696804  	940.000000	0.703618  	940.000000	0.000122183	
960.000000	0.514446  	960.000000	0.700315  	960.000000	0.70541   	960.000000	0.693343  	960.000000	0.700195  	960.000000	0.000119825	
980.000000	0.511963  	980.000000	0.697074  	980.000000	0.702101  	980.000000	0.690056  	980.000000	0.696957  	980.000000	0.000117559	
1000.000000	0.509616  	1000.000000	0.694007  	1000.000000	0.698962  	1000.000000	0.686933  	1000.000000	0.693892  	1000.000000	0.00011538	
