Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
980.000000	0.639506  	980.000000	0.747594  	980.000000	0.756213  	980.000000	0.741162  	980.000000	0.747486  	980.000000	0.000108676	
1000.000000	0.636574  	1000.000000	0.744345  	1000.000000	0.75291   	1000.000000	0.737893  	1000.000000	0.744238  	1000.000000	0.000106663	
1020.000000	0.633802  	1020.000000	0.741268  	1020.000000	0.749774  	1020.000000	0.734788  	1020.000000	0.741164  	1020.000000	0.000104726	
1040.000000	0.631181  	1040.000000	0.738355  	1040.000000	0.746795  	1040.000000	0.731836  	1040.000000	0.738252  	1040.000000	0.00010286	
1060.000000	0.628704  	1060.000000	0.735595  	1060.000000	0.743962  	1060.000000	0.729028  	1060.000000	0.735494  	1060.000000	0.000101062	
1080.000000	0.626363  	1080.000000	0.73298   	1080.000000	0.741264  	1080.000000	0.726357  	1080.000000	0.732881  	1080.000000	9.93274e-05	
1100.000000	0.62415   	1100.000000	0.730504  	1100.000000	0.73869   	1100.000000	0.723813  	1100.000000	0.730406  	1100.000000	9.76538e-05	
1120.000000	0.62206   	1120.000000	0.728157  	1120.000000	0.736231  	1120.000000	0.721391  	1120.000000	0.728061  	1120.000000	9.60376e-05	
1140.000000	0.620086  	1140.000000	0.725935  	1140.000000	0.733881  	1140.000000	0.719083  	1140.000000	0.72584   	1140.000000	9.44759e-05	
1160.000000	0.618223  	1160.000000	0.72383   	1160.000000	0.731639  	1160.000000	0.716883  	1160.000000	0.723737  	1160.000000	9.29659e-05	
1180.000000	0.616465  	1180.000000	0.721836  	1180.000000	0.7295    	1180.000000	0.714785  	1180.000000	0.721745  	1180.000000	9.15051e-05	
1200.000000	0.614808  	1200.000000	0.719949  	1200.000000	0.727464  	1200.000000	0.712784  	1200.000000	0.719859  	1200.000000	9.00911e-05	
1220.000000	0.613247  	1220.000000	0.718162  	1220.000000	0.725526  	1220.000000	0.710876  	1220.000000	0.718074  	1220.000000	8.87217e-05	
1240.000000	0.611778  	1240.000000	0.716472  	1240.000000	0.72368   	1240.000000	0.709054  	1240.000000	0.716385  	1240.000000	8.73947e-05	
1260.000000	0.610395  	1260.000000	0.714874  	1260.000000	0.721921  	1260.000000	0.707315  	1260.000000	0.714788  	1260.000000	8.61082e-05	
1280.000000	0.609097  	1280.000000	0.713363  	1280.000000	0.720243  	1280.000000	0.705655  	1280.000000	0.713278  	1280.000000	8.48604e-05	
1300.000000	0.607879  	1300.000000	0.711935  	1300.000000	0.718641  	1300.000000	0.704069  	1300.000000	0.711852  	1300.000000	8.36494e-05	
1320.000000	0.606737  	1320.000000	0.710588  	1320.000000	0.717109  	1320.000000	0.702554  	1320.000000	0.710505  	1320.000000	8.24738e-05	
1340.000000	0.605669  	1340.000000	0.709316  	1340.000000	0.715645  	1340.000000	0.701108  	1340.000000	0.709235  	1340.000000	8.13318e-05	
1360.000000	0.604671  	1360.000000	0.708118  	1360.000000	0.714244  	1360.000000	0.699725  	1360.000000	0.708037  	1360.000000	8.02222e-05	
1380.000000	0.603741  	1380.000000	0.706989  	1380.000000	0.712905  	1380.000000	0.698404  	1380.000000	0.70691   	1380.000000	7.91435e-05	
1400.000000	0.602877  	1400.000000	0.705927  	1400.000000	0.711625  	1400.000000	0.697141  	1400.000000	0.705849  	1400.000000	7.80944e-05	
1420.000000	0.602074  	1420.000000	0.70493   	1420.000000	0.710402  	1420.000000	0.695935  	1420.000000	0.704852  	1420.000000	7.70737e-05	
1440.000000	0.601332  	1440.000000	0.703993  	1440.000000	0.709234  	1440.000000	0.694781  	1440.000000	0.703917  	1440.000000	7.60802e-05	
1460.000000	0.600647  	1460.000000	0.703116  	1460.000000	0.708117  	1460.000000	0.693679  	1460.000000	0.703041  	1460.000000	7.5113e-05	
1480.000000	0.600018  	1480.000000	0.702295  	1480.000000	0.70705   	1480.000000	0.692625  	1480.000000	0.702221  	1480.000000	7.41709e-05	
1500.000000	0.599442  	1500.000000	0.701529  	1500.000000	0.70603   	1500.000000	0.691617  	1500.000000	0.701456  	1500.000000	7.32529e-05	
