Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
430.000000	0.772031  	430.000000	0.91031   	430.000000	0.920486  	430.000000	0.906766  	430.000000	0.910118  	430.000000	0.00019165	
440.000000	0.763721  	440.000000	0.900487  	440.000000	0.910882  	440.000000	0.897211  	440.000000	0.900299  	440.000000	0.000187625	
450.000000	0.755779  	450.000000	0.891111  	450.000000	0.901728  	450.000000	0.888098  	450.000000	0.890927  	450.000000	0.000183772	
460.000000	0.748181  	460.000000	0.882154  	460.000000	0.892988  	460.000000	0.879399  	460.000000	0.881974  	460.000000	0.00018008	
470.000000	0.740907  	470.000000	0.873589  	470.000000	0.884636  	470.000000	0.871088  	470.000000	0.873413  	470.000000	0.000176538	
480.000000	0.733937  	480.000000	0.865394  	480.000000	0.87665   	480.000000	0.863142  	480.000000	0.865221  	480.000000	0.000173138	
490.000000	0.727253  	490.000000	0.857545  	490.000000	0.869007  	490.000000	0.855538  	490.000000	0.857376  	490.000000	0.000169871	
500.000000	0.72084   	500.000000	0.850024  	500.000000	0.861688  	500.000000	0.848256  	500.000000	0.849857  	500.000000	0.00016673	
520.000000	0.708766  	520.000000	0.835887  	520.000000	0.847946  	520.000000	0.834586  	520.000000	0.835726  	520.000000	0.000160795	
540.000000	0.697606  	540.000000	0.822851  	540.000000	0.835289  	540.000000	0.821998  	540.000000	0.822696  	540.000000	0.000155282	
560.000000	0.687267  	560.000000	0.810801  	560.000000	0.823604  	560.000000	0.810377  	560.000000	0.810651  	560.000000	0.000150148	
580.000000	0.677669  	580.000000	0.799638  	580.000000	0.812791  	580.000000	0.799625  	580.000000	0.799492  	580.000000	0.000145354	
600.000000	0.668741  	600.000000	0.789275  	600.000000	0.80276   	600.000000	0.789655  	600.000000	0.789134  	600.000000	0.000140866	
620.000000	0.660423  	620.000000	0.779637  	620.000000	0.793443  	620.000000	0.780392  	620.000000	0.7795    	620.000000	0.000136657	
640.000000	0.652659  	640.000000	0.770658  	640.000000	0.784776  	640.000000	0.77177   	640.000000	0.770525  	640.000000	0.000132701	
660.000000	0.645402  	660.000000	0.762279  	660.000000	0.776674  	660.000000	0.76373   	660.000000	0.76215   	660.000000	0.000128975	
680.000000	0.63861   	680.000000	0.75445   	680.000000	0.769076  	680.000000	0.756222  	680.000000	0.754324  	680.000000	0.00012546	
700.000000	0.632245  	700.000000	0.747124  	700.000000	0.761977  	700.000000	0.7492    	700.000000	0.747001  	700.000000	0.000122138	
720.000000	0.626273  	720.000000	0.740259  	720.000000	0.755355  	720.000000	0.742623  	720.000000	0.74014   	720.000000	0.000118993	
740.000000	0.620664  	740.000000	0.733821  	740.000000	0.749153  	740.000000	0.736456  	740.000000	0.733705  	740.000000	0.000116011	
760.000000	0.615392  	760.000000	0.727776  	760.000000	0.743322  	760.000000	0.730664  	760.000000	0.727662  	760.000000	0.000113181	
780.000000	0.610431  	780.000000	0.722094  	780.000000	0.73784   	780.000000	0.72522   	780.000000	0.721983  	780.000000	0.00011049	
800.000000	0.605759  	800.000000	0.716749  	800.000000	0.732685  	800.000000	0.720097  	800.000000	0.716641  	800.000000	0.000107928	
820.000000	0.601357  	820.000000	0.711716  	820.000000	0.727827  	820.000000	0.715271  	820.000000	0.711611  	820.000000	0.000105486	
840.000000	0.597206  	840.000000	0.706975  	840.000000	0.723234  	840.000000	0.71072   	840.000000	0.706872  	840.000000	0.000103156	
860.000000	0.59329   	860.000000	0.702505  	860.000000	0.718884  	860.000000	0.706426  	860.000000	0.702404  	860.000000	0.000100931	
880.000000	0.589594  	880.000000	0.698288  	880.000000	0.71477   	880.000000	0.70237   	880.000000	0.698189  	880.000000	9.88023e-05	
900.000000	0.586104  	900.000000	0.694308  	900.000000	0.710889  	900.000000	0.698535  	900.000000	0.694211  	900.000000	9.67649e-05	
920.000000	0.582807  	920.000000	0.690549  	920.000000	0.70723   	920.000000	0.694908  	920.000000	0.690454  	920.000000	9.48127e-05	
940.000000	0.579691  	940.000000	0.686998  	940.000000	0.703773  	940.000000	0.691475  	940.000000	0.686905  	940.000000	9.29403e-05	
960.000000	0.576747  	960.000000	0.683643  	960.000000	0.700501  	960.000000	0.688222  	960.000000	0.683551  	960.000000	9.1143e-05	
980.000000	0.573963  	980.000000	0.68047   	980.000000	0.697399  	980.000000	0.685139  	980.000000	0.680381  	980.000000	8.94162e-05	
1000.000000	0.571332  	1000.000000	0.67747   	1000.000000	0.694454  	1000.000000	0.682216  	1000.000000	0.677382  	1000.000000	8.77559e-05	
