Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
470.000000	0.825488  	470.000000	0.97335   	470.000000	0.986444  	470.000000	0.970567  	470.000000	0.973154  	470.000000	0.000195898	
480.000000	0.817724  	480.000000	0.964219  	480.000000	0.97756   	480.000000	0.961714  	480.000000	0.964027  	480.000000	0.000192127	
490.000000	0.810278  	490.000000	0.955474  	490.000000	0.969079  	490.000000	0.953241  	490.000000	0.955286  	490.000000	0.000188503	
500.000000	0.803135  	500.000000	0.947093  	500.000000	0.960954  	500.000000	0.945128  	500.000000	0.946908  	500.000000	0.000185018	
520.000000	0.789684  	520.000000	0.931343  	520.000000	0.945636  	520.000000	0.929897  	520.000000	0.931164  	520.000000	0.000178434	
540.000000	0.777252  	540.000000	0.916818  	540.000000	0.931509  	540.000000	0.915871  	540.000000	0.916646  	540.000000	0.000172319	
560.000000	0.765734  	560.000000	0.903392  	560.000000	0.918478  	560.000000	0.902923  	560.000000	0.903225  	560.000000	0.000166623	
580.000000	0.755042  	580.000000	0.890954  	580.000000	0.906415  	580.000000	0.890943  	580.000000	0.890792  	580.000000	0.000161304	
600.000000	0.745096  	600.000000	0.879407  	600.000000	0.895228  	600.000000	0.879834  	600.000000	0.879251  	600.000000	0.000156326	
620.000000	0.735829  	620.000000	0.868669  	620.000000	0.884834  	620.000000	0.869513  	620.000000	0.868517  	620.000000	0.000151657	
640.000000	0.72718   	640.000000	0.858665  	640.000000	0.875157  	640.000000	0.859906  	640.000000	0.858517  	640.000000	0.000147268	
660.000000	0.719095  	660.000000	0.849329  	660.000000	0.866133  	660.000000	0.850948  	660.000000	0.849186  	660.000000	0.000143134	
680.000000	0.711528  	680.000000	0.840606  	680.000000	0.857705  	680.000000	0.842583  	680.000000	0.840466  	680.000000	0.000139234	
700.000000	0.704437  	700.000000	0.832443  	700.000000	0.84982   	700.000000	0.834759  	700.000000	0.832307  	700.000000	0.000135548	
720.000000	0.697784  	720.000000	0.824795  	720.000000	0.842435  	720.000000	0.827431  	720.000000	0.824663  	720.000000	0.000132059	
740.000000	0.691536  	740.000000	0.817621  	740.000000	0.835508  	740.000000	0.820558  	740.000000	0.817492  	740.000000	0.000128751	
760.000000	0.685661  	760.000000	0.810885  	760.000000	0.829004  	760.000000	0.814106  	760.000000	0.81076   	760.000000	0.000125611	
780.000000	0.680134  	780.000000	0.804554  	780.000000	0.822888  	780.000000	0.80804   	780.000000	0.804432  	780.000000	0.000122625	
800.000000	0.67493   	800.000000	0.798599  	800.000000	0.817132  	800.000000	0.802331  	800.000000	0.798479  	800.000000	0.000119783	
820.000000	0.670025  	820.000000	0.792992  	820.000000	0.811709  	820.000000	0.796954  	820.000000	0.792875  	820.000000	0.000117074	
840.000000	0.665401  	840.000000	0.787709  	840.000000	0.806595  	840.000000	0.791884  	840.000000	0.787595  	840.000000	0.000114489	
860.000000	0.661038  	860.000000	0.782729  	860.000000	0.801768  	860.000000	0.787099  	860.000000	0.782617  	860.000000	0.00011202	
880.000000	0.65692   	880.000000	0.77803   	880.000000	0.797209  	880.000000	0.782579  	880.000000	0.777921  	880.000000	0.000109658	
900.000000	0.653032  	900.000000	0.773596  	900.000000	0.792898  	900.000000	0.778307  	900.000000	0.773488  	900.000000	0.000107397	
920.000000	0.649358  	920.000000	0.769408  	920.000000	0.788821  	920.000000	0.774266  	920.000000	0.769303  	920.000000	0.000105231	
940.000000	0.645887  	940.000000	0.765451  	940.000000	0.784959  	940.000000	0.77044   	940.000000	0.765348  	940.000000	0.000103154	
960.000000	0.642607  	960.000000	0.761712  	960.000000	0.781301  	960.000000	0.766816  	960.000000	0.761611  	960.000000	0.00010116	
980.000000	0.639506  	980.000000	0.758178  	980.000000	0.777832  	980.000000	0.763381  	980.000000	0.758078  	980.000000	9.92436e-05	
1000.000000	0.636574  	1000.000000	0.754835  	1000.000000	0.774542  	1000.000000	0.760124  	1000.000000	0.754738  	1000.000000	9.74014e-05	
1020.000000	0.633802  	1020.000000	0.751674  	1020.000000	0.771422  	1020.000000	0.757033  	1020.000000	0.751578  	1020.000000	9.56286e-05	
1040.000000	0.631181  	1040.000000	0.748684  	1040.000000	0.768461  	1040.000000	0.754099  	1040.000000	0.74859   	1040.000000	9.39213e-05	
1060.000000	0.628704  	1060.000000	0.745855  	1060.000000	0.76565   	1060.000000	0.751312  	1060.000000	0.745763  	1060.000000	9.22761e-05	
1080.000000	0.626363  	1080.000000	0.74318   	1080.000000	0.762976  	1080.000000	0.748664  	1080.000000	0.743089  	1080.000000	9.06894e-05	
1100.000000	0.62415   	1100.000000	0.740648  	1100.000000	0.76043   	1100.000000	0.746146  	1100.000000	0.740559  	1100.000000	8.91583e-05	
1120.000000	0.62206   	1120.000000	0.738254  	1120.000000	0.758001  	1120.000000	0.743753  	1120.000000	0.738166  	1120.000000	8.76797e-05	
1140.000000	0.620086  	1140.000000	0.73599   	1140.000000	0.755684  	1140.000000	0.741476  	1140.000000	0.735903  	1140.000000	8.6251e-05	
1160.000000	0.618223  	1160.000000	0.733849  	1160.000000	0.753476  	1160.000000	0.739309  	1160.000000	0.733764  	1160.000000	8.48698e-05	
1180.000000	0.616465  	1180.000000	0.731825  	1180.000000	0.751375  	1180.000000	0.737246  	1180.000000	0.731741  	1180.000000	8.35336e-05	
1200.000000	0.614808  	1200.000000	0.729913  	1200.000000	0.749377  	1200.000000	0.735283  	1200.000000	0.72983   	1200.000000	8.22402e-05	
1220.000000	0.613247  	1220.000000	0.728106  	1220.000000	0.747479  	1220.000000	0.733413  	1220.000000	0.728025  	1220.000000	8.09876e-05	
1240.000000	0.611778  	1240.000000	0.726401  	1240.000000	0.745675  	1240.000000	0.731632  	1240.000000	0.726321  	1240.000000	7.97739e-05	
1260.000000	0.610395  	1260.000000	0.724792  	1260.000000	0.743959  	1260.000000	0.729935  	1260.000000	0.724713  	1260.000000	7.85973e-05	
1280.000000	0.609097  	1280.000000	0.723275  	1280.000000	0.742326  	1280.000000	0.728319  	1280.000000	0.723197  	1280.000000	7.74561e-05	
1300.000000	0.607879  	1300.000000	0.721845  	1300.000000	0.740769  	1300.000000	0.726779  	1300.000000	0.721769  	1300.000000	7.63486e-05	
1320.000000	0.606737  	1320.000000	0.7205    	1320.000000	0.739285  	1320.000000	0.725311  	1320.000000	0.720424  	1320.000000	7.52735e-05	
1340.000000	0.605669  	1340.000000	0.719234  	1340.000000	0.737869  	1340.000000	0.723912  	1340.000000	0.71916   	1340.000000	7.42292e-05	
1360.000000	0.604671  	1360.000000	0.718045  	1360.000000	0.736518  	1360.000000	0.722578  	1360.000000	0.717972  	1360.000000	7.32145e-05	
1380.000000	0.603741  	1380.000000	0.71693   	1380.000000	0.73523   	1380.000000	0.721307  	1380.000000	0.716857  	1380.000000	7.2228e-05	
1400.000000	0.602877  	1400.000000	0.715884  	1400.000000	0.734002  	1400.000000	0.720096  	1400.000000	0.715813  	1400.000000	7.12688e-05	
1420.000000	0.602074  	1420.000000	0.714906  	1420.000000	0.732832  	1420.000000	0.718942  	1420.000000	0.714836  	1420.000000	7.03355e-05	
1440.000000	0.601332  	1440.000000	0.713992  	1440.000000	0.731717  	1440.000000	0.717841  	1440.000000	0.713923  	1440.000000	6.94272e-05	
