Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
390.000000	0.722062  	390.000000	0.851601  	390.000000	0.859147  	390.000000	0.847444  	390.000000	0.851413  	390.000000	0.000188012	
400.000000	0.713096  	400.000000	0.840941  	400.000000	0.848706  	400.000000	0.837038  	400.000000	0.840757  	400.000000	0.000183669	
410.000000	0.704558  	410.000000	0.830807  	410.000000	0.838788  	410.000000	0.827154  	410.000000	0.830627  	410.000000	0.00017953	
420.000000	0.696421  	420.000000	0.821163  	420.000000	0.829358  	420.000000	0.817756  	420.000000	0.820987  	420.000000	0.000175579	
430.000000	0.688658  	430.000000	0.811975  	430.000000	0.82038   	430.000000	0.80881   	430.000000	0.811803  	430.000000	0.000171805	
440.000000	0.681245  	440.000000	0.803213  	440.000000	0.811823  	440.000000	0.800287  	440.000000	0.803045  	440.000000	0.000168196	
450.000000	0.674159  	450.000000	0.79485   	450.000000	0.803664  	450.000000	0.792158  	450.000000	0.794685  	450.000000	0.00016474	
460.000000	0.66738   	460.000000	0.78686   	460.000000	0.795882  	460.000000	0.784399  	460.000000	0.786699  	460.000000	0.000161429	
470.000000	0.66089   	470.000000	0.779221  	470.000000	0.788443  	470.000000	0.776986  	470.000000	0.779063  	470.000000	0.000158253	
480.000000	0.654672  	480.000000	0.771911  	480.000000	0.781311  	480.000000	0.769899  	480.000000	0.771756  	480.000000	0.000155204	
490.000000	0.64871   	490.000000	0.76491   	490.000000	0.774467  	490.000000	0.763116  	490.000000	0.764758  	490.000000	0.000152274	
500.000000	0.642988  	500.000000	0.758201  	500.000000	0.767914  	500.000000	0.756621  	500.000000	0.758051  	500.000000	0.000149457	
520.000000	0.632216  	520.000000	0.745591  	520.000000	0.755662  	520.000000	0.744428  	520.000000	0.745447  	520.000000	0.000144135	
540.000000	0.62226   	540.000000	0.733964  	540.000000	0.74439   	540.000000	0.7332    	540.000000	0.733824  	540.000000	0.000139191	
560.000000	0.613037  	560.000000	0.723215  	560.000000	0.73398   	560.000000	0.722835  	560.000000	0.723081  	560.000000	0.000134587	
580.000000	0.604474  	580.000000	0.713258  	580.000000	0.724351  	580.000000	0.713244  	580.000000	0.713128  	580.000000	0.000130288	
600.000000	0.59651   	600.000000	0.704014  	600.000000	0.715382  	600.000000	0.704351  	600.000000	0.703888  	600.000000	0.000126265	
620.000000	0.589089  	620.000000	0.695417  	620.000000	0.707038  	620.000000	0.696089  	620.000000	0.695295  	620.000000	0.00012249	
640.000000	0.582163  	640.000000	0.687408  	640.000000	0.699309  	640.000000	0.688398  	640.000000	0.687289  	640.000000	0.000118943	
660.000000	0.57569   	660.000000	0.679935  	660.000000	0.692099  	660.000000	0.681227  	660.000000	0.679819  	660.000000	0.000115602	
680.000000	0.569631  	680.000000	0.672951  	680.000000	0.685332  	680.000000	0.67453   	680.000000	0.672839  	680.000000	0.00011245	
700.000000	0.563953  	700.000000	0.666416  	700.000000	0.679005  	700.000000	0.668267  	700.000000	0.666307  	700.000000	0.000109471	
